stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\Debug\allegro5.cfg r
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09430] PathFindOnPath failed to find d3dx9_38.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09451] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09513] PathFindOnPath failed to find d3dx9_37.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09534] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09599] PathFindOnPath failed to find d3dx9_36.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09611] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09666] PathFindOnPath failed to find d3dx9_35.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09679] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09732] PathFindOnPath failed to find d3dx9_34.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09744] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09794] PathFindOnPath failed to find d3dx9_33.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09807] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09863] PathFindOnPath failed to find d3dx9_32.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09878] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.09935] PathFindOnPath failed to find d3dx9_31.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.09950] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10012] PathFindOnPath failed to find d3dx9_30.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10027] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10078] PathFindOnPath failed to find d3dx9_29.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10088] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10136] PathFindOnPath failed to find d3dx9_28.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10146] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10194] PathFindOnPath failed to find d3dx9_27.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10205] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10255] PathFindOnPath failed to find d3dx9_26.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10265] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10314] PathFindOnPath failed to find d3dx9_25.dll
system   D            wsystem.c:836  maybe_parent_dir                 [   0.10324] Also searching C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\
system   W            wsystem.c:896  _al_win_safe_load_library        [   0.10371] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.10376] Failed to load D3DX9 library. Library is not installed.
dtor     D               dtor.c:196  _al_register_destructor          [   0.10624] added dtor for bitmap 000002C0A59BBE90, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.10684] added dtor for bitmap 000002C0AB48B3B0, func 00007FFD69F1118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10991] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11000] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11003] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11005] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11008] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11010] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11013] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11015] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11017] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.11019] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.11022] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.11025] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.11028] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11069] added dtor for bitmap 000002C0AB4A7420, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11179] added dtor for sub_bitmap 000002C0AB4F5DE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11192] added dtor for sub_bitmap 000002C0AB4F5FD0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11196] added dtor for sub_bitmap 000002C0AB4F71D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11201] added dtor for sub_bitmap 000002C0AB4F73C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11205] added dtor for sub_bitmap 000002C0AB4F75B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11209] added dtor for sub_bitmap 000002C0AB4F77A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11213] added dtor for sub_bitmap 000002C0AB4F7990, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11217] added dtor for sub_bitmap 000002C0AB4F7B80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11220] added dtor for sub_bitmap 000002C0AB4F7D70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11223] added dtor for sub_bitmap 000002C0AB4F7F60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11226] added dtor for sub_bitmap 000002C0AB4F8150, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11229] added dtor for sub_bitmap 000002C0AB4F8340, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11232] added dtor for sub_bitmap 000002C0AB4F8530, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11235] added dtor for sub_bitmap 000002C0AB4F8720, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11238] added dtor for sub_bitmap 000002C0AB4F96F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11242] added dtor for sub_bitmap 000002C0AB4F8960, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11244] added dtor for sub_bitmap 000002C0AB4F9500, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11247] added dtor for sub_bitmap 000002C0AB4F9310, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11250] added dtor for sub_bitmap 000002C0AB4F8F30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11253] added dtor for sub_bitmap 000002C0AB4F8D40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11255] added dtor for sub_bitmap 000002C0AB4F9120, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11258] added dtor for sub_bitmap 000002C0AB4F8B50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11262] added dtor for sub_bitmap 000002C0AB4F9F40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11265] added dtor for sub_bitmap 000002C0AB4FAEC0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11268] added dtor for sub_bitmap 000002C0AB4F9B60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11270] added dtor for sub_bitmap 000002C0AB4FB680, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11273] added dtor for sub_bitmap 000002C0AB4F9970, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11276] added dtor for sub_bitmap 000002C0AB4FA130, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11280] added dtor for sub_bitmap 000002C0AB4FA320, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11283] added dtor for sub_bitmap 000002C0AB4FB2A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11286] added dtor for sub_bitmap 000002C0AB4FB490, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11289] added dtor for sub_bitmap 000002C0AB4FB0B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11292] added dtor for sub_bitmap 000002C0AB4F9D50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11295] added dtor for sub_bitmap 000002C0AB4FA510, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11297] added dtor for sub_bitmap 000002C0AB4FACD0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11300] added dtor for sub_bitmap 000002C0AB4FA700, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11303] added dtor for sub_bitmap 000002C0AB4FA8F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11306] added dtor for sub_bitmap 000002C0AB4FAAE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11310] added dtor for sub_bitmap 000002C0AB4FD150, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11313] added dtor for sub_bitmap 000002C0AB4FD340, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11316] added dtor for sub_bitmap 000002C0AB4FC990, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11319] added dtor for sub_bitmap 000002C0AB4FCB80, func 00007FFD69F1118B
